fault,run,grad_mean,grad_max,corr_change,z_post_mean,z_post_max,z_diff,score_max,score_mean,n_above,max_consec,score_grad,corr_pre_mean,corr_post_mean
fault3,1.0,1.6738344430923462,32.27476501464844,0.10169142427770751,0.07713589072227478,0.4482094645500183,-0.02357776090502739,0.6616489887237549,0.6019381880760193,0.0,0.0,0.011036526411771774,0.1281922111559613,0.13784460997220238
fault3,2.0,1.7203902006149292,33.25051498413086,0.09741637680923414,0.10075488686561584,0.5268142819404602,-0.038997091352939606,0.6822006702423096,0.6118767261505127,0.0,0.0,0.011566931381821632,0.17555931095289445,0.17219446399787708
fault3,3.0,1.7205936908721924,33.73929977416992,0.10902869434444065,0.07365168631076813,0.24868738651275635,-0.06505685299634933,0.6848064661026001,0.6178354620933533,0.0,0.0,0.010540548712015152,0.1604771002222215,0.15541669649436402
fault3,4.0,1.7570784091949463,34.44789505004883,0.09370460488760397,0.04825422912836075,0.25836417078971863,-0.02416185475885868,0.6644057631492615,0.6171873807907104,0.0,0.0,0.010909616947174072,0.14533308162324804,0.13354224952734955
fault3,5.0,1.668690800666809,31.19478416442871,0.10328331701353805,0.07328224182128906,0.24599118530750275,-0.03802432119846344,0.6925936341285706,0.6227265000343323,3.0,3.0,0.008520599454641342,0.13257795617069865,0.15641727804249175
fault3,6.0,1.6746796369552612,31.41702651977539,0.09747598780341732,0.09347368031740189,0.27400219440460205,-0.026791594922542572,0.6835774183273315,0.6188875436782837,0.0,0.0,0.010923943482339382,0.15997634461158144,0.14819912629727014
fault3,7.0,1.6987764835357666,32.49538803100586,0.1056666815920567,0.06508065015077591,0.241958886384964,-0.04504476487636566,0.6910067200660706,0.614128053188324,2.0,1.0,0.01070981565862894,0.18091582651453197,0.15257466088710317
fault3,8.0,1.700671672821045,31.464523315429688,0.10804501252877811,0.11288945376873016,0.454647421836853,-0.004946162458509207,0.6683309078216553,0.6237842440605164,0.0,0.0,0.010064094327390194,0.11411397120426797,0.11677869377505604
fault3,9.0,1.75074303150177,32.659114837646484,0.10534123735376487,0.10513956844806671,0.3066876232624054,-0.020104926079511642,0.713462233543396,0.6226126551628113,3.0,3.0,0.011283760890364647,0.1817112831930422,0.1361758604632076
fault3,10.0,1.7169106006622314,31.17915153503418,0.14607683905418353,0.1435389667749405,0.5236509442329407,-0.021741151809692383,0.7019188404083252,0.6196295022964478,4.0,2.0,0.011231180280447006,0.20820417115454118,0.1713476854660106
fault3,11.0,1.6899031400680542,31.616235733032227,0.11549225891509535,0.1096196174621582,0.2683230936527252,0.018845928832888603,0.6621412038803101,0.6189817190170288,0.0,0.0,0.010882987640798092,0.1401755932763687,0.15114104823451122
fault3,12.0,1.7354964017868042,34.0945930480957,0.09723794910130043,0.06111583858728409,0.22015370428562164,-0.01614505611360073,0.6718051433563232,0.6166196465492249,0.0,0.0,0.011259862221777439,0.19390882607082066,0.16237561000378056
fault3,13.0,1.6718807220458984,30.912418365478516,0.09911855871684813,0.12758716940879822,0.43974339962005615,0.06007387861609459,0.6710860133171082,0.6077862977981567,0.0,0.0,0.009161204099655151,0.16521705664164027,0.13513990012905308
fault3,14.0,1.6562182903289795,32.690982818603516,0.10302368313848463,0.06610594689846039,0.2680107057094574,-0.07280813902616501,0.6777912378311157,0.62009596824646,0.0,0.0,0.010434601455926895,0.14354632887842841,0.13226261378519613
fault3,15.0,1.6720707416534424,31.262723922729492,0.11102554987331394,0.10635367780923843,0.34099888801574707,-0.05929190292954445,0.7043858766555786,0.6358598470687866,2.0,1.0,0.012130078859627247,0.1461286171868199,0.14546758079259223
fault3,16.0,1.6951313018798828,31.725454330444336,0.10708030944936679,0.09836919605731964,0.32677730917930603,-0.007837038487195969,0.6727955937385559,0.6041631102561951,0.0,0.0,0.011207002215087414,0.12872499704916632,0.1080882366464285
fault3,17.0,1.6507987976074219,30.545501708984375,0.1047122521338246,0.08899307996034622,0.3346066176891327,0.005736789666116238,0.6583309173583984,0.6032730937004089,0.0,0.0,0.010311282239854336,0.164797870576531,0.169764720768803
fault3,18.0,1.6843338012695312,30.747894287109375,0.11911452858621138,0.1896224319934845,0.7305576801300049,0.0910695418715477,0.708958625793457,0.6225553750991821,12.0,8.0,0.012712225317955017,0.12443833641130508,0.14473041219637744
fault3,19.0,1.7285181283950806,33.68595886230469,0.08660287074712066,0.06670241802930832,0.34930747747421265,-0.0387275405228138,0.671890377998352,0.6094099283218384,0.0,0.0,0.010010221041738987,0.15837020541751304,0.14640439247787307
fault3,20.0,1.6714826822280884,30.717233657836914,0.11792502674889008,0.1149447038769722,0.4463386535644531,0.006819805130362511,0.6579415202140808,0.6000460386276245,0.0,0.0,0.010282051749527454,0.15884797584249571,0.15152732225262086
fault3,21.0,1.6515860557556152,30.990575790405273,0.12387039490984826,0.07594766467809677,0.2284284085035324,-0.022190643474459648,0.6501807570457458,0.6047777533531189,0.0,0.0,0.01133253425359726,0.1375412125135973,0.16491568444982327
fault3,22.0,1.7141610383987427,32.636661529541016,0.1029949533840192,0.08579114079475403,0.44106316566467285,-0.014116983860731125,0.6802209615707397,0.6246399283409119,0.0,0.0,0.01071866974234581,0.1455332382103126,0.1477975985579319
fault3,23.0,1.7435834407806396,34.25833511352539,0.14159235957163582,0.06413578242063522,0.23325997591018677,-0.10081494599580765,0.6675869226455688,0.6137281656265259,0.0,0.0,0.009444914758205414,0.12399358109333575,0.16854814772111837
fault3,24.0,1.6892107725143433,31.509214401245117,0.11026604859736568,0.07005767524242401,0.24151182174682617,-0.056963030248880386,0.7018868923187256,0.6389929056167603,5.0,3.0,0.010601728223264217,0.17478331086052915,0.1660408249244506
fault3,25.0,1.6907545328140259,31.980558395385742,0.12423210096508135,0.07465368509292603,0.2932892441749573,-0.03239240124821663,0.6705394387245178,0.5961777567863464,0.0,0.0,0.011580999940633774,0.123271665692022,0.1500244739294305
fault3,26.0,1.682070255279541,32.101802825927734,0.10893837197918282,0.06137524172663689,0.23895490169525146,-0.0767311379313469,0.660666823387146,0.6134524941444397,0.0,0.0,0.011786054819822311,0.11798880213039808,0.1428558216651183
fault3,27.0,1.7283306121826172,34.37676239013672,0.11306634971327169,0.061322178691625595,0.2635038197040558,-0.026575980708003044,0.6902466416358948,0.6289113759994507,1.0,1.0,0.010372095741331577,0.11886945454787784,0.1320940832263811
fault3,28.0,1.781488299369812,36.67396545410156,0.10437169294625233,0.11703014373779297,0.38750553131103516,-0.010752152651548386,0.6838052272796631,0.6124202609062195,0.0,0.0,0.009601718746125698,0.1594600876725397,0.13009287177295709
fault3,29.0,1.6536146402359009,30.46112823486328,0.12302234000038315,0.10487225651741028,0.46211737394332886,0.02268407866358757,0.6555299162864685,0.6125536561012268,0.0,0.0,0.010231751017272472,0.16080095127804583,0.15758534158425827
fault3,30.0,1.718807339668274,32.82566452026367,0.10489336363205441,0.09555532038211823,0.3288455903530121,-0.15763163566589355,0.65708327293396,0.6139099597930908,0.0,0.0,0.009799213148653507,0.14422249949752006,0.15830140018064348
fault3,31.0,1.7228808403015137,32.97275924682617,0.09687620945699439,0.1032363548874855,0.3640250265598297,0.033879224210977554,0.6869100332260132,0.6131939888000488,0.0,0.0,0.009347077459096909,0.19199406992723436,0.17851348346625848
fault3,32.0,1.6848597526550293,31.622028350830078,0.0924476515158705,0.12667883932590485,0.4255301058292389,0.025544490665197372,0.6417284607887268,0.6067298054695129,0.0,0.0,0.010289492085576057,0.1389612165288785,0.11004941196604812
fault3,33.0,1.6698483228683472,32.56352996826172,0.09737553380302293,0.12107740342617035,0.499783992767334,-0.0351414792239666,0.6583667993545532,0.6031574010848999,0.0,0.0,0.011091507039964199,0.1362533830787708,0.13048235517699072
fault3,34.0,1.7021225690841675,31.8953914642334,0.10404870962653903,0.12540164589881897,0.5144487023353577,0.025262845680117607,0.6653321385383606,0.612432062625885,0.0,0.0,0.010308614000678062,0.15067089278165888,0.15084777072530758
fault3,35.0,1.7046183347702026,35.173744201660156,0.1117325259682412,0.12241820245981216,0.5640538930892944,0.010697142221033573,0.6758592128753662,0.6124098896980286,0.0,0.0,0.010682142339646816,0.16247247511911092,0.1485298873186138
fault3,36.0,1.6397780179977417,31.062942504882812,0.11721593868028503,0.06603092700242996,0.3484371602535248,-0.03529205918312073,0.6730719208717346,0.6041207909584045,0.0,0.0,0.01062501035630703,0.11770894709343149,0.1250416502507198
fault3,37.0,1.7266781330108643,33.30058670043945,0.13512793877302584,0.07469895482063293,0.24478669464588165,-0.0319872722029686,0.6649361252784729,0.6144214868545532,0.0,0.0,0.01000508014112711,0.12727510751642765,0.17978775153468549
fault3,38.0,1.6733216047286987,31.58656883239746,0.11436910082221727,0.10199660807847977,0.407953679561615,-0.07561034709215164,0.6807910203933716,0.6209585666656494,0.0,0.0,0.010009781457483768,0.13123469533664509,0.13355821679771315
fault3,39.0,1.6955523490905762,32.43167495727539,0.11043901228140585,0.07048219442367554,0.3188002407550812,-0.029405053704977036,0.6843091249465942,0.6120328307151794,0.0,0.0,0.0111526008695364,0.14944205162692528,0.16225074458300376
fault3,40.0,1.691180944442749,32.21882629394531,0.1339898356525028,0.047498587518930435,0.19455763697624207,-0.03092806600034237,0.6908462047576904,0.6113153696060181,1.0,1.0,0.010712984018027782,0.12485623196350007,0.1489136405753126
fault3,41.0,1.657897710800171,32.36611557006836,0.09432171055514475,0.0963643491268158,0.4179126024246216,-0.024206098169088364,0.6952265501022339,0.6126765608787537,2.0,1.0,0.011270933784544468,0.16421703198899298,0.1590796841044382
fault3,42.0,1.6640868186950684,32.625640869140625,0.11965617164854525,0.1029500663280487,0.337047278881073,-0.11581262201070786,0.6681510210037231,0.6113842725753784,0.0,0.0,0.009720426984131336,0.16927877399533123,0.17138246618236352
fault3,43.0,1.760807752609253,33.55069351196289,0.10125905874780486,0.11625774949789047,0.37363380193710327,-0.0013787044445052743,0.7102194428443909,0.615712583065033,4.0,3.0,0.011458117514848709,0.16992933468340343,0.1307189838474082
fault3,44.0,1.663645625114441,31.796396255493164,0.09485546870955888,0.08923971652984619,0.43146222829818726,-0.011298222467303276,0.6714758276939392,0.6120660305023193,0.0,0.0,0.01115674339234829,0.12874968916522778,0.1109637000863498
fault3,45.0,1.71194326877594,34.13387680053711,0.10585366090573534,0.07689961791038513,0.23980718851089478,-0.002012579469010234,0.6779301166534424,0.6185571551322937,0.0,0.0,0.009673475287854671,0.13759629010717483,0.12230263541091192
fault3,46.0,1.658223032951355,32.00419616699219,0.12334685305892765,0.08223148435354233,0.24523095786571503,-0.005551047623157501,0.676929235458374,0.6064409613609314,0.0,0.0,0.008470478467643261,0.14334357571527032,0.15447129809031757
fault3,47.0,1.741370439529419,32.22665786743164,0.11067341153186129,0.055717211216688156,0.30492690205574036,-0.06380095332860947,0.6825820207595825,0.62269526720047,0.0,0.0,0.010122210718691349,0.17306857058209674,0.1521238391496535
fault3,48.0,1.6033364534378052,29.314237594604492,0.09553650215831251,0.06976514309644699,0.27722036838531494,-0.07053404301404953,0.6457592248916626,0.5949342846870422,0.0,0.0,0.008227458223700523,0.16212544723350303,0.132636270569937
fault3,49.0,1.7540405988693237,33.28256607055664,0.09774783932966018,0.0987093597650528,0.3516705334186554,-0.06013641506433487,0.6950045228004456,0.6274275779724121,3.0,1.0,0.01210347656160593,0.1388359053067103,0.13550077097905033
fault3,50.0,1.7296488285064697,33.006004333496094,0.10451350272416275,0.051554519683122635,0.27759912610054016,-0.07978243380784988,0.7474069595336914,0.6305900812149048,13.0,13.0,0.01033483911305666,0.1633907261786927,0.11793335154983271
fault3,51.0,1.6954574584960938,32.665931701660156,0.11717686215997729,0.1301211267709732,0.43179547786712646,0.05356457084417343,0.6550881266593933,0.5979753732681274,0.0,0.0,0.008938916958868504,0.1312420192914333,0.16231608229915928
fault3,52.0,1.6896475553512573,31.643470764160156,0.0928149954088684,0.10021177679300308,0.28741997480392456,-0.13533417880535126,0.694150984287262,0.6283560991287231,4.0,4.0,0.010237631388008595,0.15032001226335642,0.12396819362175367
fault3,53.0,1.69217848777771,31.526256561279297,0.10864869648673242,0.11242984235286713,0.38440823554992676,0.015559340827167034,0.6869312524795532,0.6092046499252319,0.0,0.0,0.010266215540468693,0.13556543942081903,0.13446300482668266
fault3,54.0,1.7340242862701416,32.171730041503906,0.10005479877458265,0.06730887293815613,0.2003055065870285,-0.022363802418112755,0.6629100441932678,0.6154444813728333,0.0,0.0,0.008481449447572231,0.14820167279687382,0.14833560543166247
fault3,55.0,1.7637388706207275,35.001590728759766,0.11288270128810743,0.0890503004193306,0.4589410722255707,0.008191067725419998,0.6838200688362122,0.6142852306365967,0.0,0.0,0.009087235666811466,0.12778801476912016,0.13193946483617905
fault3,56.0,1.6726411581039429,29.830657958984375,0.11455007918281716,0.06915624439716339,0.3066549301147461,-0.0241556353867054,0.7216551303863525,0.6222332119941711,8.0,8.0,0.010503849945962429,0.12706602443955192,0.12926824339504506
fault3,57.0,1.7105762958526611,31.50379753112793,0.11535539756939421,0.0980001762509346,0.3185878396034241,0.014346920885145664,0.6955205202102661,0.6200253963470459,1.0,1.0,0.010487318970263004,0.12933340101741556,0.15838669158290242
fault3,58.0,1.671569585800171,31.187570571899414,0.10322115452899007,0.057356394827365875,0.31438377499580383,-0.10145582258701324,0.6537090539932251,0.6138870716094971,0.0,0.0,0.009370400570333004,0.13743033351907308,0.1510555973728961
fault3,59.0,1.726197361946106,33.49419021606445,0.1024289965666216,0.07398385554552078,0.28410762548446655,-0.04096728190779686,0.6788291335105896,0.6155751943588257,0.0,0.0,0.010283383540809155,0.14902976499736242,0.14987777270491792
fault3,60.0,1.6685791015625,31.720848083496094,0.09984334054849942,0.0735422819852829,0.33758577704429626,-0.05593130365014076,0.6584365367889404,0.6023027300834656,0.0,0.0,0.010024466551840305,0.12950554468020675,0.13676175532106832
fault3,61.0,1.6584275960922241,31.88836669921875,0.09595882209711307,0.0898280143737793,0.3742387294769287,-0.03878694772720337,0.663999617099762,0.5988613963127136,0.0,0.0,0.009406129829585552,0.15053418396204607,0.1079159050871428
fault3,62.0,1.6733253002166748,30.820240020751953,0.09504930986161786,0.1003207340836525,0.39867064356803894,-0.03599465638399124,0.6648979783058167,0.6172045469284058,0.0,0.0,0.01001561339944601,0.16432087570010445,0.13881872241951987
