XMEAS_1,XMEAS_2,XMEAS_3,XMEAS_4,XMEAS_5,XMEAS_6,XMEAS_7,XMEAS_8,XMEAS_9,XMEAS_10,XMEAS_11,XMEAS_12,XMEAS_13,XMEAS_14,XMEAS_15,XMEAS_16,XMEAS_17,XMEAS_18,XMEAS_19,XMEAS_20,XMEAS_21,XMEAS_22,XMEAS_23,XMEAS_24,XMEAS_25,XMEAS_26,XMEAS_27,XMEAS_28,XMEAS_29,XMEAS_30,XMEAS_31,XMEAS_32,XMEAS_33,XMEAS_34,XMEAS_35,XMEAS_36,XMEAS_37,XMEAS_38,XMEAS_39,XMEAS_40,XMEAS_41,XMV_42,XMV_43,XMV_44,XMV_45,XMV_46,XMV_47,XMV_48,XMV_49,XMV_50,XMV_51,XMV_52
123.23633339993438,58.37901678478156,46.22868714616956,79.50817299680058,25.60219707364073,103.82746620035307,2632.835081831012,66.08544582945737,105.6263958042854,14.99520329444725,55.692804417194104,49.348063062958566,2625.182124664658,28.0296651107113,51.82935964905823,2932.437780693335,34.23177362772721,92.23386834525407,21.452167258467348,293.5512397838552,41.51894945687617,0.3632831159426964,0.40897427277946985,0.32927225904894825,0.20210942389220793,0.38725325672429933,0.25923105004982855,0.3587416151749704,0.33297287972486317,0.2964113226300184,0.3600639459484075,0.319686242385156,0.4047817356128754,0.25948373520468676,0.32809345016741287,0.23826885864502806,0.2727246237486827,0.2086571713168955,0.2562127386423327,0.4069676925110566,0.32941165062224437,44.90258358217272,42.98302771380663,44.169524687207165,44.23258855732799,44.87684748625024,44.37030050195902,46.17552905568509,44.52171284215214,44.8777578299069,45.97316156728794,44.51192732364321
119.156471257897,61.03659858551913,46.8114683375123,80.26330165614894,24.9016550871683,100.17455082685488,2466.434784216568,65.68511828898409,102.58284717740196,15.462266105509718,52.931627548490674,49.06269679034935,2571.181585848574,30.979641819018322,54.79143352446103,3133.2303641837643,34.84277853074959,87.34899553693603,21.752467917143864,318.3960216747379,41.35210829469987,0.37314371866648033,0.1808050495250336,0.37848283332956245,0.3509083653538136,0.20036974373312416,0.3524172561398634,0.12615204798339513,0.12257650833001349,0.3612395454352027,0.3066704161322933,0.3216138251131136,0.28186553611767906,0.3665102685725809,0.35723009312649967,0.34259787808745484,0.3687580399214032,0.40622687174035443,0.24367810137189516,0.36555783001303715,0.2239173884614754,44.39179749190924,45.11073980485158,44.71067553330497,44.091137610288236,43.4788127418098,44.13914571772462,45.78027957076138,43.50827885779351,43.18642021307113,43.62487279747854,44.099333288473595
116.47385672636155,58.99540401320616,44.63178194749231,79.17620072440184,24.877186848433357,97.75094004723098,2330.1464157824685,66.87278805686546,103.41936249068743,15.99596067966577,54.18512654763845,50.9297603233849,2685.5666796806972,29.508572981738464,56.16742011686854,3136.871691208399,35.69299259194811,89.57464321014965,22.393023778130633,298.9654367724324,39.62246260767328,0.35272514388071424,0.29423477278800836,0.3264948813728497,0.3366473077580124,0.2932309410702106,0.20572504280861226,0.25519052502151085,0.28671878404125517,0.36426549691712484,0.14437528459877158,0.2789491197821432,0.31704431738653244,0.27880472164356696,0.36275715120593655,0.21114058822266507,0.33939573416366353,0.388082162330358,0.22778397431589997,0.33311287229532405,0.27718308197835906,43.777076601819616,42.508760591108405,43.53052511060354,45.792373742807605,47.127008982085925,46.03990131284682,46.298914564656,43.28981674225492,45.249590695635895,45.63273842965836,43.524388254770855
123.29228403336108,61.228165957255506,43.701593929872516,80.5231100853234,24.30576912499943,101.44926328632543,2535.33217007309,65.48837379901009,103.85082286080942,15.128454703220335,55.585990509826,52.21814860291909,2601.216363374355,29.434969443972992,55.49737804964093,2945.8097108974735,33.88683833174441,93.62051275786195,21.246547820603844,294.9401335571794,40.327896428875036,0.36472093553945895,0.32670539602336013,0.4288027946029276,0.3052823162815774,0.3231310623383231,0.30755589054262716,0.28642768755118453,0.2632853999570287,0.33402690774728416,0.38443326187475263,0.3339710980730492,0.2493544501900763,0.14136208463561836,0.28834963470615743,0.27073482951190053,0.30524169467045337,0.2982188256774481,0.31485564289722645,0.29454774752124857,0.27725347611152756,45.95217482379911,45.49576083520532,43.76344337486425,46.26115583885393,44.80988145074648,45.53507070849709,46.55775791383059,42.90520138659834,44.656916707187655,44.39674178311838,45.408180593993606
117.45959548411109,63.05564618729896,45.26555056663793,80.90297435683227,25.051619872813937,101.81503971404491,2566.4632728998654,64.92036748473305,101.62673709168772,14.514105563038681,54.42405552134232,51.6725484929025,2886.829318844898,29.078560750041717,55.3924022825739,3061.4357915950077,34.11259455951233,91.8458483814509,22.45748504622479,296.4185617821602,38.89984456071892,0.4051433049630618,0.2977279020458459,0.3345422454555291,0.3407942601799493,0.3037292964646431,0.38640872404254145,0.355095107861611,0.2564047682036018,0.34098536723258205,0.24350466370539364,0.35020312472867576,0.264355909147608,0.32120290886596586,0.25234339958087254,0.239878260973046,0.19276839506378401,0.2867804502603466,0.31183180073369704,0.26031758862890186,0.371987324625381,44.389644366332476,43.21544578173488,46.36789919922144,48.412727981302716,45.443784650580895,43.490671443189356,43.72735391210907,46.605603231917755,44.83192929330487,46.309386221483294,46.708434603799745
115.05136599006764,60.455506866866266,41.079804042549036,76.95203779004274,25.14447430497672,99.48209914170117,2585.0734276685344,66.02836690321553,101.99567883758014,15.05319090233461,55.773660061014695,49.14923356714648,2655.3902420502745,31.899623695724262,51.99984391356792,3138.73290277935,36.12516446707965,87.71658411967037,21.52965408287945,299.8860210910033,39.601194066663204,0.30701121140676524,0.4434113096596892,0.33488513107834506,0.49984439277272,0.29344503111263937,0.20306711498262706,0.37535914140458754,0.24325060800020978,0.23222993564617628,0.21404642257629836,0.22758608843728717,0.28930774952922433,0.3440091788682661,0.3357785361092468,0.18247315708889267,0.32532018229389703,0.3742540204223849,0.43348941409245023,0.3526364947937043,0.2810414826111296,44.39960211043496,44.8119305141061,46.700293434070716,44.77934499450653,46.45721981349209,45.200092001583094,45.466214193027234,46.95311942450807,44.016339500646325,44.742929991504944,46.178287112233576
121.45289599905772,60.60476734945591,44.90558227777627,81.81439978991892,25.421962787200904,99.22714631130471,2427.0907535040283,65.57244935628053,108.8676780823671,15.166843239293836,55.18171047045384,52.99464473520618,2482.2924982960576,28.980751144969204,55.0768020309559,3117.001682882968,35.27573486012098,93.11899386152093,22.134507283935214,294.74016384459605,39.05541206288097,0.2710428391435044,0.3544120519628819,0.3431173314621288,0.23896345872798952,0.2803230441263356,0.3476265995930712,0.2939635581675591,0.35051237419100995,0.3095808014431693,0.32238732975551954,0.30152877685401686,0.24527564610395508,0.25796637702981673,0.22950656075675482,0.18468745779537693,0.26773633274938824,0.3310690021556617,0.34581328434686454,0.4195868749063804,0.2948841820777506,45.17638315516026,44.28946872317264,44.649297168568985,45.33011952708283,44.81740561519112,46.630325708077294,44.28045159390269,45.30917702544028,47.661938216791675,43.77778950462992,45.56081572678284
116.70814320509427,60.671117204499474,45.801711499105345,78.23318002502218,25.87811048232733,101.22644607006107,2392.040186173193,65.13142385321156,111.59883820237864,15.826999837473007,57.24573797036283,50.25122012118304,2626.4496630475655,29.00989762062065,57.568376826253704,3144.8483559858187,33.50902716557203,89.87836211666874,21.911879623877326,293.81303203507696,39.73661163067259,0.20254161515523544,0.3324935123017361,0.44272492867694613,0.30830924958340516,0.31618034448061444,0.3059893772433862,0.3327915492473063,0.38650648407363,0.4187551978072068,0.2812286873412207,0.2095986494075326,0.2875595547569449,0.37461014751045046,0.22284758979977504,0.2579610105491645,0.24800521052704938,0.35771728598540237,0.2776888048493914,0.3683785881887808,0.1781471624117573,45.289476436708604,44.69865655136782,45.317855517373545,44.2669706701877,46.85252514314988,44.6421766463036,46.202976593673455,44.40215132110918,46.07456022054691,45.19136636779454,43.07608958009889
121.6156133254959,62.390464624681975,45.351073161596524,83.1594208439268,26.332132630646782,100.09592226332539,2525.6532958865173,66.13161129442486,103.81209624830994,14.963129966602974,54.51915603270436,51.12444805913938,2607.733308955696,29.007771316517747,54.448974716605804,2925.9385079756253,34.77182017412529,93.54667429036647,22.57938114406467,307.4392683704418,41.06439836220169,0.14634677867312756,0.18112738640074494,0.26983043052881667,0.2656348823395779,0.24293240732048504,0.11614699001965496,0.22637463273909708,0.3164385493137272,0.2951964467958833,0.29286446092978674,0.2780274634101912,0.25709175829863967,0.3275154154744644,0.26227636463227577,0.338348563691839,0.2017700462764198,0.3345232796557546,0.2411509885924709,0.1790365091679867,0.33666366119681096,43.39059219095363,44.93637395364991,45.92768933765488,47.31412401040847,43.860722810399324,43.61724758433104,45.87645176066233,44.6845160366361,44.761629096156966,44.598215492649544,46.85774463626798
117.69440859606645,59.56661266325824,45.43985338888384,75.08092398567018,24.880355311749987,103.3408674217231,2549.966140429068,64.21295776400906,103.21738675717569,15.561583321134929,59.87372591089213,50.529789828411424,2598.9683973858455,29.16623049006246,52.983847011203366,3018.188417851251,35.00495738729143,88.20982769030726,21.625825386816395,285.9525861465904,41.55318915783348,0.2526640111555634,0.2685475758425326,0.33067341580046805,0.2414927786145643,0.3850382149457704,0.36141412482643775,0.33866486628924075,0.28549441820257526,0.3205045277736674,0.21244721234551492,0.16769141435305507,0.31405374897918226,0.397362256508349,0.19659349876515064,0.3272678665475488,0.29178336008532585,0.3668445531225344,0.34252843074502587,0.23335647514529756,0.31408008860847253,44.30232177183735,43.605120062012595,44.92267453824358,44.022501193564956,45.076586232678665,45.06380036890212,44.229696559049465,45.315489719939535,43.4626587630313,46.01170193288643,45.25294139400499
